CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
13398,10000811,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with continuity of service
13398,10000800,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
13398,10000801,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Technical Enablers] What is the current deployment platform for this application?,Mobile or Tablet application
13398,10000802,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Login/Password authentication
13398,10000803,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Technical Enablers]  How is this application exposed to external services/applications?,Standalone (no interaction)
13398,10000901,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Business Drivers] Does this application correspond to a specific workload?,IoT - Internet of Things
13398,10000805,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Business Drivers] How is data consumed from this application?,Machine Learning
13398,10000806,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
13398,10000807,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Technical Enablers] Is this application multi-tenant?,Full multi-tenant application
13398,10001304,Business Alignment Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Portfolio Management] How many Business processes does the application support?,2 to 4 processes
13398,10006306,Business Alignment Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 4.0 - Deliver Physical Products
13398,10006307,Business Alignment Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Portfolio Management] What is the application's life cycle stage?,In Development
13398,10003000,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Performance - Elasticity,Med (Moderate spikes occasionally)
13398,10003001,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Performance - Scalability," Fast, Linear Growth"
13398,10003003,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Performance - Latency,< 200ms (Consumer web application)
13398,10003004,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Performance - Throughput,25-50 Mbps
13398,10003104,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Operations - Business Continuity,"Moderate Availability required (99% - ""two nines"") "
13398,10003008,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Architecture - Application - Complexity,"Med Low, (UI with database backend)"
13398,10003107,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to continent
13398,10003014,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,2-3 years
13398,10003015,IaaS Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[IaaS] Financial - Operating Cost,"Med (Moderate SLAs, Minimal staffing)"
13398,10006303,TCO Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[TCO] What is the Total Cost of Ownership for this application?,High
13398,10006304,TCO Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[TCO] What is the evolution of the TCO?,Increasing
13400,1000011,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,25.0
13400,1000009,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Is this application aligned with the company's future technology direction?,Yes
13400,1000022,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,High
13400,1000006,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,The number of major releases delivered over the last 12 months for this application?,7 to 12
13400,1000021,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
13400,1000020,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
13400,1000019,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
13400,1000018,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the approximate number of end users for this application?,More than 2500
13400,1000017,Business Impact,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Does the application serve internal or external users?,External users
13400,1000015,Software Maintenance Estimate,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the average skill level of the development team on this type of application?,1 year
13400,1000012,Software Maintenance Estimate,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,33.0
13400,1000121,Software Maintenance Estimate,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the percentage of change to the base code for this application over the last 12 months?,25.0
13400,1000032,Software Maintenance Estimate,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the CMMI level of the organization?,Level 1 (upper half)
13400,1000016,Software Maintenance Estimate,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the annual staff turnover within the development team for this application?,25%
13400,1000427,Application Properties,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
13400,1000004,Application Properties,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,What is the application type?,Quality Assurance
13400,1000002,Application Properties,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,Application Owner's name,JFR
13400,1000033,Application Properties,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,In what year was this application first put into production?,2011
13400,10000808,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,No dependency
13400,10000809,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
13400,10000810,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
13400,10000811,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,No specifically defined SLA
13400,10000800,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Dev/Test Loop
13400,10000801,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Technical Enablers] What is the current deployment platform for this application?,Mobile or Tablet application
13400,10000802,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Anonymous (no authentication)
13400,10000803,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Technical Enablers]  How is this application exposed to external services/applications?,Standalone (no interaction)
13400,10000901,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Compute
13400,10000805,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Business Drivers] How is data consumed from this application?,Data Analytics
13400,10000806,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
13400,10000807,Cloud Readiness Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, muti-tenant front with a dedicated database"
13400,10001304,Business Alignment Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Portfolio Management] How many Business processes does the application support?,2 to 4 processes
13400,10006306,Business Alignment Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 8.0 - Manage Information Technology (IT)
13400,10006307,Business Alignment Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Maturity
13400,10003000,IaaS Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[IaaS] Performance - Elasticity,High (Severe spikes occasionally)
13400,10003001,IaaS Assessment,AWS WAR Survey for Reliability_iep,02/21/2020,iep,complete,[IaaS] Performance - Scalability,Known Exponential Growth
